"cash_team_loser_bonus","0       ",,,,,,"NOTIFY",,,,,"REPLICATED",,,,,"CLIENTDLL",,,,,""
"cash_team_loser_bonus_consecutive_rounds","0       ",,,,,,"NOTIFY",,,,,"REPLICATED",,,,,"CLIENTDLL",,,,,""
"cash_team_planted_bomb_but_defused","0       ",,,,,,"NOTIFY",,,,,"REPLICATED",,,,,"CLIENTDLL",,,,,""
"cash_team_rescued_hostage","0       ",,,,,,"NOTIFY",,,,,"REPLICATED",,,,,"CLIENTDLL",,,,,""
"cash_team_survive_guardian_wave","1000    ",,,,,,"NOTIFY",,,,,"REPLICATED",,,,,"CLIENTDLL",,,,,""
"cash_team_terrorist_win_bomb","0       ",,,,,,"NOTIFY",,,,,"REPLICATED",,,,,"CLIENTDLL",,,,,""
"cash_team_win_by_defusing_bomb","0       ",,,,,,"NOTIFY",,,,,"REPLICATED",,,,,"CLIENTDLL",,,,,""
"cash_team_win_by_hostage_rescue","0       ",,,,,,"NOTIFY",,,,,"REPLICATED",,,,,"CLIENTDLL",,,,,""
"cash_team_win_by_time_running_out_bomb","0       ",,,,,,"NOTIFY",,,,,"REPLICATED",,,,,"CLIENTDLL",,,,,""
"cash_team_win_by_time_running_out_hostage","0       ",,,,,,"NOTIFY",,,,,"REPLICATED",,,,,"CLIENTDLL",,,,,""
"cash_team_winner_bonus_consecutive_rounds","0       ",,,,,,"NOTIFY",,,,,"REPLICATED",,,,,"CLIENTDLL",,,,,""
"cast_hull","cmd",,,,,,,,,,,,,,,,,,,,,"Tests hull collision detection"
"cast_ray","cmd",,,,,,,,,,,,,,,,,,,,,"Tests collision detection"
"cc_emit","cmd",,,,,,,,,,,,,,,,,,,,,"Emits a closed caption"
"cc_findsound","cmd",,,,,,,,,,,,,,,,,,,,,"Searches for soundname which emits specified text."
"cc_flush","cmd",,,,,,,,,,,,,,,,,,,,,"Flushes async'd captions."
"cc_lang","0       ","ARCHIVE",,,,,,,,,,,,,,,"CLIENTDLL",,,,,"Current close caption language (emtpy = use game UI language)"
"cc_linger_time","1       ","ARCHIVE",,,,,,,,,,,,,,,"CLIENTDLL",,,,,"Close caption linger time."
"cc_predisplay_time","0       ","ARCHIVE",,,,,,,,,,,,,,,"CLIENTDLL",,,,,"Close caption delay before showing caption."
"cc_random","cmd",,,,,,,,,,,,,,,,,,,,,"Emits a random caption"
"cc_showblocks","cmd",,,,,,,,,,,,,,,,,,,,,"Toggles showing which blocks are pending/loaded async."
"cc_subtitles","0       ","ARCHIVE",,,,,,,,,,,,,,,"CLIENTDLL",,,,,"If set, don't show sound effect captions, just voice overs (i.e., won't help hearing impaired players)."
"centerview","cmd",,,,,,,,,,,,,,,,,,,,,""
"ch_createairboat","cmd",,,,,,,,,,,,,,,,,,,,,"Spawn airboat in front of the player."
"ch_createjeep","cmd",,,,,,,,,,,,,,,,,,,,,"Spawn jeep in front of the player."
"changelevel","cmd",,,,,,,,,,,,,,,,,,,,,"Change server to the specified map"
"changelevel2","cmd",,,,,,,,,,,,,,,,,,,,,"Transition to the specified map in single player"
"chet_debug_idle","0       ","ARCHIVE",,"GAMEDLL",,,,,,,,,,,,,,,,,,"If set one, many debug prints to help track down the TLK_IDLE issue. Set two for super verbose info"
"cl_allowdownload","0       ","ARCHIVE",,,,,,,,,,,,,,,,,,,,"Client downloads customization files"
"cl_allowupload","0       ","ARCHIVE",,,,,,,,,,,,,,,,,,,,"Client uploads customization files"
"cl_animationinfo","cmd",,,,,,,,,,,,,,,,,,,,,"Hud element to examine."
"cl_autobuy","0       ",,,,,,,,,,,,,,,,"CLIENTDLL",,,,,"The order in which autobuy will attempt to purchase items"
"cl_autohelp","1       ","ARCHIVE",,,,"USERINFO",,,,,,,,,,,"CLIENTDLL",,,,,"Auto-help"
"cl_autowepswitch","0       ","ARCHIVE",,,,"USERINFO",,,,,,,,,,,"CLIENTDLL","SS",,,,"Automatically switch to picked up weapons (if more powerful)"
"cl_avatar_convert_png","cmd",,,,,,,,,,,,,,,,,,,,,"Converts all rgb avatars in the avatars directory to png"
"cl_avatar_convert_rgb","cmd",,,,,,,,,,,,,,,,,,,,,"Converts all png avatars in the avatars directory to rgb"
"cl_backspeed","450     ",,,,"CHEAT",,,,,,,,,,,,"CLIENTDLL",,,,,""
"cl_bob_lower_amt","5       ","ARCHIVE",,,,,,,,,,,,,,,"CLIENTDLL",,,,,"The amount the viewmodel lowers when running"
"cl_bob_version","0       ",,,,"CHEAT",,,,,,,,,,,,"CLIENTDLL",,,,,""
"cl_bobamt_lat","0       ","ARCHIVE",,,,,,,,,,,,,,,"CLIENTDLL",,,,,"The amount the viewmodel moves side to side when running"
"cl_bobamt_vert","0       ","ARCHIVE",,,,,,,,,,,,,,,"CLIENTDLL",,,,,"The amount the viewmodel moves up and down when running"
"cl_bobcycle","0       ","ARCHIVE",,,,,,,,,,,,,,,"CLIENTDLL",,,,,"the frequency at which the viewmodel bobs."
"cl_bobup","0       ",,,,"CHEAT",,,,,,,,,,,,"CLIENTDLL",,,,,""
"cl_brushfastpath","1       ",,,,"CHEAT",,,,,,,,,,,,"CLIENTDLL",,,,,""
"cl_cam_driver_compensation_scale","0       ",,,,,,,,,,,,,,,,"CLIENTDLL",,,,,""
"cl_camera_follow_bone_index","-2      ",,,,"CHEAT",,,,,,,,,,,,"CLIENTDLL",,,,,"Index of the bone to follow.  -2 == disabled.  -1 == root bone.  0+ is bone index."
"cl_camera_height_restriction_debug","0       ",,,,"CHEAT",,,,,,,"REPLICATED",,,,,"CLIENTDLL",,,,,""
"cl_chatfilters","63      ","ARCHIVE",,,,,,,,,,,,,,,"CLIENTDLL",,,,,"Stores the chat filter settings "
"cl_clearhinthistory","cmd",,,,,,,,,,,,,,,,,,,,,"Clear memory of client side hints displayed to the player."
"cl_clock_correction","1       ",,,,"CHEAT",,,,,,,,,,,,,,,,,"Enable/disable clock correction on the client."
"cl_clock_correction_adjustment_max_amount","200     ",,,,"CHEAT",,,,,,,,,,,,,,,,,"Sets the maximum number of milliseconds per second it is allowed to correct the client clock. It will only correct this amount "
"cl_clock_correction_adjustment_max_offset","90      ",,,,"CHEAT",,,,,,,,,,,,,,,,,"As the clock offset goes from cl_clock_correction_adjustment_min_offset to this value (in milliseconds), it moves towards apply"
"cl_clock_correction_adjustment_min_offset","10      ",,,,"CHEAT",,,,,,,,,,,,,,,,,"If the clock offset is less than this amount (in milliseconds), then no clock correction is applied."
"cl_clock_correction_force_server_tick","999     ",,,,"CHEAT",,,,,,,,,,,,,,,,,"Force clock correction to match the server tick + this offset (-999 disables it)."
"cl_clock_showdebuginfo","0       ",,,,"CHEAT",,,,,,,,,,,,,,,,,"Show debugging info about the clock drift. "
"cl_clockdrift_max_ms","150     ",,,,"CHEAT",,,,,,,,,,,,,,,,,"Maximum number of milliseconds the clock is allowed to drift before the client snaps its clock to the server's."
"cl_clockdrift_max_ms_threadmode","0       ",,,,"CHEAT",,,,,,,,,,,,,,,,,"Maximum number of milliseconds the clock is allowed to drift before the client snaps its clock to the server's."
"cl_cmdrate","64      ","ARCHIVE",,,,"USERINFO",,,,,,,,,,,,,,,,"Max number of command packets sent to server per second"
"cl_color","0       ","ARCHIVE",,,,"USERINFO",,,,,,,,,,,,,,,,"Preferred teammate color"
"cl_compass_enabled","1       ","ARCHIVE",,,,,,,,,,,,,,,"CLIENTDLL",,,,,""
"cl_connection_trouble_show","0       ",,,,,,,,,,,,,,,,"CLIENTDLL",,,,,"Show connection trouble HUD warnings"
"cl_countbones","0       ",,,,"CHEAT",,,,,,,,,,,,"CLIENTDLL",,,,,""
"cl_crosshair_drawoutline","1       ","ARCHIVE",,,,,,,,,,,,,,,"CLIENTDLL","SS",,,,"Draws a black outline around the crosshair for better visibility"
"cl_crosshair_dynamic_maxdist_splitratio","0       ","ARCHIVE",,,,,,,,,,,,,,,"CLIENTDLL","SS",,,,"If using cl_crosshairstyle 2, this is the ratio used to determine how long the inner and outer xhair pips will be. [inner = cl_"
"cl_crosshair_dynamic_splitalpha_innermod","1       ","ARCHIVE",,,,,,,,,,,,,,,"CLIENTDLL","SS",,,,"If using cl_crosshairstyle 2, this is the alpha modification that will be used for the INNER crosshair pips once they've split."
"cl_crosshair_dynamic_splitalpha_outermod","0       ","ARCHIVE",,,,,,,,,,,,,,,"CLIENTDLL","SS",,,,"If using cl_crosshairstyle 2, this is the alpha modification that will be used for the OUTER crosshair pips once they've split."
"cl_crosshair_dynamic_splitdist","7       ","ARCHIVE",,,,,,,,,,,,,,,"CLIENTDLL","SS",,,,"If using cl_crosshairstyle 2, this is the distance that the crosshair pips will split into 2. (default is 7)"
"cl_crosshair_friendly_warning","1       ","ARCHIVE",,,,,,,,,,,,,,,"CLIENTDLL",,,,,"0: always off, 1: only on default crosshair styles, 2: always on"
"cl_crosshair_outlinethickness","1       ","ARCHIVE",,,,,,,,,,,,,,,"CLIENTDLL","SS",,,,"Set how thick you want your crosshair outline to draw (0.1-3)"
"cl_crosshair_recoil","0       ",,,,"CHEAT",,,,,,,,,,,,"CLIENTDLL",,,,,"Recoil/aimpunch will move the user's crosshair to show the effect"
"cl_crosshair_sniper_show_normal_inaccuracy","0       ","ARCHIVE",,,,,,,,,,,,,,,"CLIENTDLL","SS",,,,"Include standing inaccuracy when determining sniper crosshair blur"
"cl_crosshair_sniper_width","1       ","ARCHIVE",,,,,,,,,,,,,,,"CLIENTDLL","SS",,,,"If >1 sniper scope cross lines gain extra width (1 for single-pixel hairline)"
"cl_crosshair_t","0       ","ARCHIVE",,,,,,,,,,,,,,,"CLIENTDLL","SS",,,,"T style crosshair"
"cl_crosshairalpha","200     ","ARCHIVE",,,,,,,,,,,,,,,"CLIENTDLL","SS",,,,""
"cl_crosshaircolor","5       ","ARCHIVE",,,,,,,,,,,,,,,"CLIENTDLL","SS",,,,"Set crosshair color as defined in game_options.consoles.txt"
"cl_crosshaircolor_b","0       ","ARCHIVE",,,,,,,,,,,,,,,"CLIENTDLL","SS",,,,""
"cl_crosshaircolor_g","250     ","ARCHIVE",,,,,,,,,,,,,,,"CLIENTDLL","SS",,,,""
"cl_crosshaircolor_r","0       ","ARCHIVE",,,,,,,,,,,,,,,"CLIENTDLL","SS",,,,""
"cl_crosshairdot","0       ","ARCHIVE",,,,,,,,,,,,,,,"CLIENTDLL","SS",,,,""
"cl_crosshairgap","-14     ","ARCHIVE",,,,,,,,,,,,,,,"CLIENTDLL","SS",,,,""
"cl_crosshairgap_useweaponvalue","0       ","ARCHIVE",,,,,,,,,,,,,,,"CLIENTDLL","SS",,,,"If set to 1, the gap will update dynamically based on which weapon is currently equipped"
"cl_crosshairscale","0       ","ARCHIVE",,,,,,,,,,,,,,,"CLIENTDLL","SS",,,,"Crosshair scaling factor (deprecated)"
"cl_crosshairsize","2       ","ARCHIVE",,,,,,,,,,,,,,,"CLIENTDLL","SS",,,,""
"cl_crosshairstyle","4       ","ARCHIVE",,,,,,,,,,,,,,,"CLIENTDLL","SS",,,,"0 = DEFAULT, 1 = DEFAULT STATIC, 2 = ACCURATE SPLIT (accurate recoil/spread feedback with a fixed inner part), 3 = ACCURATE DYN"
"cl_crosshairthickness","0       ","ARCHIVE",,,,,,,,,,,,,,,"CLIENTDLL","SS",,,,""
"cl_crosshairusealpha","1       ","ARCHIVE",,,,,,,,,,,,,,,"CLIENTDLL","SS",,,,""
"cl_cs_dump_econ_item_stringtable","cmd",,,,,,,,,,,,,,,,,,,,,"cl_cs_dump_econ_item_stringtable"
"cl_csm_server_status","cmd",,,,,,,,,,,,,,,,,,,,,"Usage:
 cl_csm_server_status
"
"cl_csm_status","cmd",,,,,,,,,,,,,,,,,,,,,"Usage:
   cl_csm_status
"
"cl_custommaterial_debug_graph","0       ",,,,"CHEAT",,,,,,,,,,,,"CLIENTDLL",,,,,""
"cl_dangerzone_approaching_sound_radius","700     ",,,,"CHEAT",,,,,,,,,,,,"CLIENTDLL",,,,,""
"cl_dangerzone_moving_sound_volume","0       ",,,,"CHEAT",,,,,,,,,,,,"CLIENTDLL",,,,,""
"cl_dangerzone_sound_volume","0       ",,,,"CHEAT",,,,,,,,,,,,"CLIENTDLL",,,,,""
"cl_debug_ugc_downloads","0       ",,,,,,,,,,,,,,,,,,,,,""
"cl_debugrumble","0       ","ARCHIVE",,,,,,,,,,,,,,,"CLIENTDLL",,,,,"Turn on rumble debugging spew"
"cl_decryptdata_key","0       ",,,,,,,,,,,,,,,,,,,,,"Key to decrypt encrypted GOTV messages"
"cl_decryptdata_key_pub","0       ",,,,,,,,,,,,,,,,,,,,,"Key to decrypt public encrypted GOTV messages"
"cl_detail_avoid_force","0       ","ARCHIVE",,,,,,,,,,,,,,,"CLIENTDLL",,,,,"force with which to avoid players ( in units, percentage of the width of the detail sprite )"
"cl_detail_avoid_radius","64      ","ARCHIVE",,,,,,,,,,,,,,,"CLIENTDLL",,,,,"radius around detail sprite to avoid players"
"cl_detail_avoid_recover_speed","0       ","ARCHIVE",,,,,,,,,,,,,,,"CLIENTDLL",,,,,"how fast to recover position after avoiding players"
"cl_detail_max_sway","5       ","ARCHIVE",,,,,,,,,,,,,,,"CLIENTDLL",,,,,"Amplitude of the detail prop sway"
"cl_detail_multiplier","1       ",,,,"CHEAT",,,,,,,,,,,,"CLIENTDLL",,,,,"extra details to create"
"cl_disable_ragdolls","0       ",,,,"CHEAT",,,,,,,,,,,,"CLIENTDLL",,,,,""
"cl_disablefreezecam","0       ","ARCHIVE",,,,,,,,,,,,,,,"CLIENTDLL",,,,,"Turn on/off freezecam on client"
"cl_disablehtmlmotd","0       ","ARCHIVE",,,,,,,,,,,,,,,"CLIENTDLL",,,,,"Disable HTML motds."
"cl_dm_buyrandomweapons","0       ","ARCHIVE",,,,,,,,,,,,,,,"CLIENTDLL",,,,,"Player will automatically receive a random weapon on spawn in deathmatch if this is set to 1 (otherwise, they will receive the "
"cl_download_demoplayer","1       ",,,,,,,,,,,,,,,,,,,,,"Determines whether downloads of external resources are allowed during demo playback (0:no,1:workshop,2:all)"
"cl_downloadfilter","0       ","ARCHIVE",,,,,,,,,,,,,,,,,,,,"Determines which files can be downloaded from the server (all, none, nosounds)"
"cl_draw_only_deathnotices","0       ",,,,,,,,,,,,,,,,"CLIENTDLL",,,,,"For drawing only the crosshair and death notices (used for moviemaking)"
"cl_drawhud","1       ",,,,"CHEAT",,,,,,,,,,,,"CLIENTDLL",,,,,"Enable the rendering of the hud"
"cl_drawhud_force_deathnotices","0       ",,,,,,,,,,,,,,,,"CLIENTDLL",,,,,"0: default; 1: draw deathnotices even if hud disabled; -1: force no deathnotices"
"cl_drawhud_force_radar","0       ",,,,,,,,,,,,,,,,"CLIENTDLL",,,,,"0: default; 1: draw radar even if hud disabled; -1: force no radar"
"cl_drawhud_force_teamid_overhead","0       ",,,,,,,,,,,,,,,,"CLIENTDLL",,,,,"0: default; 1: draw teamid even if hud disabled; -1: force no teamid"
"cl_drawhud_specvote","1       ",,,,,,,,,,,,,,,,"CLIENTDLL",,,,,"1: default; 0: disables vote UI for spectators"
"cl_drawleaf","-1      ",,,,"CHEAT",,,,,,,,,,,,"CLIENTDLL",,,,,""
"cl_drawmaterial","0       ",,,,"CHEAT",,,,,,,,,,,,"CLIENTDLL",,,,,"Draw a particular material over the frame"
"cl_drawshadowtexture","0       ",,,,"CHEAT",,,,,,,,,,,,"CLIENTDLL",,,,,""
"cl_dump_particle_stats","cmd",,,,,,,,,,,,,,,,,,,,,"dump particle profiling info to particle_profile.csv"
"cl_dumpplayer","cmd",,,,,,,,,,,,,,,,,,,,,"Dumps info about a player"
"cl_dumpsplithacks","cmd",,,,,,,,,,,,,,,,,,,,,"Dump split screen workarounds."
"cl_dz_playagain_auto_spectate","0       ","ARCHIVE",,,,,,,,,,,,,,,"CLIENTDLL",,,,,"Automatically switch to spectate mode after clicking the 'Play Again' button in end of match screen"
"cl_ent_absbox","cmd",,,,,,,,,,,,,,,,,,,,,"Displays the client's absbox for the entity under the crosshair."
"cl_ent_bbox","cmd",,,,,,,,,,,,,,,,,,,,,"Displays the client's bounding box for the entity under the crosshair."
"cl_ent_rbox","cmd",,,,,,,,,,,,,,,,,,,,,"Displays the client's render box for the entity under the crosshair."
"cl_entityreport","0       ",,,,"CHEAT",,,,,,,,,,,,,,,,,"For debugging, draw entity states to console"
"cl_extrapolate","1       ",,,,"CHEAT",,,,,,,,,,,,"CLIENTDLL",,,,,"Enable/disable extrapolation if interpolation history runs out."
"cl_extrapolate_amount","0       ",,,,"CHEAT",,,,,,,,,,,,"CLIENTDLL",,,,,"Set how many seconds the client will extrapolate entities for."
"cl_fastdetailsprites","1       ",,,,"CHEAT",,,,,,,,,,,,"CLIENTDLL",,,,,"whether to use new detail sprite system"
"cl_find_ent","cmd",,,,,,,,,,,,,,,,,,,,,"Find and list all client entities with classnames that contain the specified substring.
Format: cl_find_ent <substring>
"
"cl_find_ent_index","cmd",,,,,,,,,,,,,,,,,,,,,"Display data for clientside entity matching specified index.
Format: cl_find_ent_index <index>
"
"cl_fixedcrosshairgap","-9      ","ARCHIVE",,,,,,,,,,,,,,,"CLIENTDLL","SS",,,,"How big to make the gap between the pips in the fixed crosshair"
"cl_flushentitypacket","0       ",,,,"CHEAT",,,,,,,,,,,,,,,,,"For debugging. Force the engine to flush an entity packet."
"cl_foot_contact_shadows","1       ",,,,,,,,,,,,,,,,"CLIENTDLL",,,,,""
"cl_forcepreload","0       ","ARCHIVE",,,,,,,,,,,,,,,,,,,,"Whether we should force preloading."
"cl_forwardspeed","450     ",,,,"CHEAT",,,,,,,,,,,,"CLIENTDLL",,,,,""
"cl_freezecameffects_showholiday","0       ",,,,,,,,,,,,,,,,"CLIENTDLL",,,,,"Happy holidays from the CS:GO team and Valve!"
"cl_freezecampanel_position_dynamic","1       ","ARCHIVE",,,,,,,,,,,,,,,"CLIENTDLL",,,,,"Turn on/off freezecam's kill panel dynamic Y movement"
"cl_fullupdate","cmd",,,,,,,,,,,,,,,,,,,,,"Forces the server to send a full update packet"
"cl_game_mode_convars","cmd",,,,,,,,,,,,,,,,,,,,,"Display the values of the convars for the current game_mode."
"cl_grass_mip_bias","0       ","ARCHIVE",,,,,,,,,,,,,,,,,,,,""
"cl_grenadepreview","0       ",,,,"CHEAT",,,,,,,,,,,,"CLIENTDLL",,,,,"Show trajectory of a grenade when pin is pulled."
"cl_hide_avatar_images","2       ","ARCHIVE",,,,,,,,,,,,,,,"CLIENTDLL",,,,,"Hide avatar images for other players. 
	0 - Off.
	1 - Block All
	2 - Block all but friends"
"cl_hideserverip","0       ",,,,,,,,,,,,,,,,,,,,,"If set to 1, server IPs will be hidden in the console (except when you type 'status')"
"cl_http_log_enable","0       ",,,,,,,,,,,,,"DONTRECORD",,"CLIENTCMD_CAN_EXECUTE","CLIENTDLL",,,,,"Allows sending HTTP log from client main menu."
"cl_hud_background_alpha","0       ","ARCHIVE",,,,,,,,,,,,,,,"CLIENTDLL",,,,,""
"cl_hud_bomb_under_radar","1       ","ARCHIVE",,,,,,,,,,,,,,,"CLIENTDLL",,,,,""
"cl_hud_color","7       ","ARCHIVE",,,,,,,,,,,,,,,"CLIENTDLL",,,,,"0 = default, 1 = light blue, 2 = orange, 3 = green, 4 = purple, 5 = white."
"cl_hud_healthammo_style","0       ","ARCHIVE",,,,,,,,,,,,,,,"CLIENTDLL",,,,,""
"cl_hud_playercount_pos","0       ","ARCHIVE",,,,,,,,,,,,,,,"CLIENTDLL",,,,,"0 = default (top), 1 = bottom"
"cl_hud_playercount_showcount","0       ","ARCHIVE",,,,,,,,,,,,,,,"CLIENTDLL",,,,,"0 = show player avatars (default), 1 = just show count number (no avatars)"
"cl_hud_radar_scale","1       ","ARCHIVE",,,,,,,,,,,,,,,"CLIENTDLL",,,,,""
"cl_idealpitchscale","0       ","ARCHIVE",,,,,,,,,,,,,,,"CLIENTDLL",,,,,""
"cl_ignorepackets","0       ",,,,"CHEAT",,,,,,,,,,,,,,,,,"Force client to ignore packets (for debugging)."
"cl_interp","0       ",,,,,"USERINFO",,,,,,,,,,,"CLIENTDLL",,,,,"Sets the interpolation amount (bounded on low side by server interp ratio settings)."
"cl_interp_ratio","2       ",,,,,"USERINFO",,,,,,,,,,,"CLIENTDLL",,,,,"Sets the interpolation amount (final amount is cl_interp_ratio / cl_updaterate)."
"cl_interpolate","1       ",,,,,,,,,,,,,,,,,,,,,"Enables or disables interpolation on listen servers or during demo playback"
"cl_inventory_debug_tooltip","0       ",,,,,,,,,,,,,,,,"CLIENTDLL",,,,,""
"cl_inventory_saved_filter2","0       ","ARCHIVE",,,,,,,,,,,,,,,"CLIENTDLL",,,,,""
"cl_inventory_saved_sort2","0       ","ARCHIVE",,,,,,,,,,,,,,,"CLIENTDLL",,,,,""
"cl_invites_only_friends","0       ","ARCHIVE",,,,,,,,,,,,,,,"CLIENTDLL",,,,,"If turned on, will ignore in-game invites from recent teammates or other non-friends"
"cl_invites_only_mainmenu","0       ","ARCHIVE",,,,,,,,,,,,,,,"CLIENTDLL",,,,,"If turned on, will ignore all invites when user is playing a match"
"cl_itemimages_dynamically_generated","2       ","ARCHIVE",,,,,,,,,,,,,,,"CLIENTDLL",,,,,"2: use render-targets, fallback to cache and disk; 1: no render targets, but use cache and fallback to disk; 0: disk assets onl"
"cl_jiggle_bone_debug","0       ",,,,"CHEAT",,,,,,,,,,,,"CLIENTDLL",,,,,"Display physics-based 'jiggle bone' debugging information"
"cl_jiggle_bone_debug_pitch_constraints","0       ",,,,"CHEAT",,,,,,,,,,,,"CLIENTDLL",,,,,"Display physics-based 'jiggle bone' debugging information"
"cl_jiggle_bone_debug_yaw_constraints","0       ",,,,"CHEAT",,,,,,,,,,,,"CLIENTDLL",,,,,"Display physics-based 'jiggle bone' debugging information"
"cl_jiggle_bone_invert","0       ",,,,"CHEAT",,,,,,,,,,,,"CLIENTDLL",,,,,""
"cl_join_advertise","1       ","ARCHIVE",,,,,,,,,,,,,,,"CLIENTDLL",,,,,"Advertise joinable game in progress to Steam friends, otherwise need a Steam invite (2: all servers, 1: official servers, 0: no"
"cl_lagcompensation","1       ",,,,,"USERINFO",,,,,,,,,,,"CLIENTDLL",,,,,"Perform server side lag compensation of weapon firing events."
"cl_leafsystemvis","0       ",,,,"CHEAT",,,,,,,,,,,,"CLIENTDLL",,,,,""
"cl_leveloverview","0       ",,,,"CHEAT",,,,,,,,,,,,"CLIENTDLL",,,,,""
"cl_leveloverviewmarker","0       ",,,,"CHEAT",,,,,,,,,,,,"CLIENTDLL",,,,,""
"cl_lock_camera","0       ",,,,"CHEAT",,,,,,,,,,,,"CLIENTDLL",,,,,""
"cl_mainmenu_show_datagraph","0       ",,,,,,,,,,,,,,,,"CLIENTDLL",,,,,""
"cl_matchstats_print_own_data","cmd",,,,,,,,,,,,,,,,,,,,,"cl_matchstats_print_own_data RANGENAME"
"cl_maxrenderable_dist","3000    ",,,,"CHEAT",,,,,,,,,,,,"CLIENTDLL",,,,,"Max distance from the camera at which things will be rendered"
"cl_minimal_rtt_shadows","1       ","ARCHIVE",,,,,,,,,,,,,,,"CLIENTDLL",,,,,""
"cl_modemanager_reload","cmd",,,,,,,,,,,,,,,,,,,,,"Reloads the panel metaclasses for vgui screens."
"cl_mouselook","1       ","ARCHIVE",,,,,,,,,,,,,,,"CLIENTDLL","SS",,,,"Set to 1 to use mouse for look, 0 for keyboard look. Cannot be set while connected to a server."
"cl_mute_all_but_friends_and_party","0       ","ARCHIVE",,,,,,,,,,,,,,,"CLIENTDLL",,,,,"Only allow communication from friends and matchmaking party members. Doesn't apply to competitive matchmaking games."
"cl_mute_enemy_team","0       ","ARCHIVE",,,,,,,,,,,,,,,"CLIENTDLL",,,,,"Block all communication from players on the enemy team."
"cl_obs_interp_enable","1       ","ARCHIVE",,,,,,,,,,,,,,,"CLIENTDLL",,,,,"Enables interpolation between observer targets"
"cl_observercrosshair","1       ","ARCHIVE",,,,,,,,,,,,,,,"CLIENTDLL","SS",,,,""
"cl_overdraw_test","0       ",,,,"CHEAT",,,,,,"NEVER_AS_STRING",,,,,,"CLIENTDLL",,,,,""
"cl_panelanimation","cmd",,,,,,,,,,,,,,,,,,,,,"Shows panel animation variables: <panelname | blank for all panels>."
"cl_particle_retire_cost","0       ",,,,"CHEAT",,,,,,,,,,,,"CLIENTDLL",,,,,""
"cl_particles_dump_effects","cmd",,,,,,,,,,,,,,,,,,,,,""
"cl_particles_dumplist","cmd",,,,,,,,,,,,,,,,,,,,,"Dump all new particles, optional name substring."
